Goal,X,Y,C,Distance,Angle
1,4,53,3.0,4.63060471212994,1.3148001881795657
1,8,55,5.0,9.006802984411284,0.7371524997587747
1,12,45,5.0,13.012397934277908,0.5341519416725077
1,5,30,20.0,14.020074892809953,0.2068089192105259
1,4,49,1.0,4.25,1.4201477008546248
1,17,38,12.0,19.479797226870716,0.3428393688609002
1,9,65,15.0,13.578107379160027,0.3844644915514975
1,12,28,22.0,19.059118552545918,0.2577648835350448
1,6,42,8.0,8.16884324736373,0.7129423086642364
1,15,55,5.0,16.08182203607539,0.4394683699579318
1,2,55,5.0,3.8694314827891705,1.468571286280629
1,11,47,3.0,11.713453803212783,0.599138082307799
1,12,57,7.0,13.396361446303246,0.5069724665686698
1,13,32,18.0,17.97811169172113,0.3119750682558491
1,19,38,12.0,21.420609235033442,0.31679577481592847
1,14,60,10.0,16.072958657322552,0.413920005768173
1,22,66,16.0,25.3331798240963,0.26286752707765737
1,7,48,2.0,7.464080653369174,0.9043227873413638
1,11,52,2.0,11.622929923216434,0.6071775870131542
1,11,57,7.0,12.413903495677738,0.541048218774014
1,26,26,24.0,31.442805218364345,0.20210889983911917
1,31,50,0.0,32.55,0.2239441566207394
1,4,50,0.0,4.2,1.4336073198863475
1,8,47,3.0,8.623369411082885,0.7896535819599936
1,13,33,17.0,17.562032911938186,0.32654703564538545
1,8,53,3.0,8.623369411082885,0.7896535819599936
1,13,53,3.0,13.788582233137678,0.5145691046572908
1,3,62,12.0,8.412044935685971,0.38217689414903444
1,7,54,4.0,7.796313231265146,0.848710701766978
1,9,50,0.0,9.45,0.7390235358439743
1,18,49,1.0,18.911173945580426,0.38214120816966374
1,17,53,3.0,17.956196701974505,0.4000177485012383
1,18,31,19.0,22.577256254912818,0.271838152254586
1,7,70,20.0,14.933937859787685,0.2512332492285382
1,20,42,8.0,21.634232133357543,0.3260437354536846
1,5,47,3.0,5.600446410778341,1.1334130108600122
1,7,56,6.0,8.320606949015197,0.7668402757191194
1,5,53,3.0,5.600446410778341,1.1334130108600122
1,9,53,3.0,9.649093221645233,0.7147531635553958
1,11,46,4.0,11.839024453053554,0.588192267514254
1,7,41,9.0,9.393880987110705,0.6232345110872599
1,25,43,7.0,26.64141512757909,0.2692316748953821
1,8,53,3.0,8.623369411082885,0.7896535819599936
1,11,62,12.0,13.93709080116794,0.43731158474742216
1,21,50,0.0,22.05,0.3289734362229828
1,3,63,13.0,9.018037480516478,0.3272370360387149
1,12,68,18.0,17.19447585708852,0.3158311044591509
1,12,50,0.0,12.6,0.5653932311874568
1,13,50,0.0,13.65,0.5239396375264456
1,4,33,17.0,11.821273197079915,0.2386912971488724
1,11,67,17.0,15.984523765192382,0.33596709169430355
1,13,60,10.0,15.11861435449691,0.4347254180747608
1,12,37,13.0,15.17110740849197,0.40228502943306477
1,10,59,9.0,12.019671376539376,0.5303396409372803
1,13,49,1.0,13.665467427058616,0.5228832076788991
1,19,68,18.0,23.127743080551546,0.2730351404249318
1,6,29,21.0,15.03371211644017,0.21358878179238977
1,11,34,16.0,15.542281042369552,0.3548588071854964
1,13,36,14.0,16.40525830336115,0.372468920683269
1,33,34,16.0,36.17709910979597,0.19335478144994905
1,7,64,14.0,11.697542476947882,0.41103848550828037
1,10,59,9.0,12.019671376539376,0.5303396409372803
1,13,67,17.0,17.562032911938186,0.32654703564538545
1,17,52,2.0,17.897276329095444,0.4024840245835908
1,9,39,11.0,11.850105484762572,0.49865017428260083
1,7,64,14.0,11.697542476947882,0.41103848550828037
1,4,51,1.0,4.25,1.4201477008546248
1,2,50,0.0,2.1,2.0997730918933617
1,6,48,2.0,6.432728814430155,1.025372627090774
1,13,40,10.0,15.11861435449691,0.4347254180747608
1,13,61,11.0,15.409250468468608,0.41949264517163204
1,8,54,4.0,8.793179174792243,0.7659735007631507
1,8,44,6.0,9.26120942425988,0.7042514439477466
1,2,46,4.0,3.342154993413681,1.7145799379756579
1,13,48,2.0,13.711765021323842,0.5197369931737656
1,9,32,18.0,15.039697470361562,0.3142956852066102
1,11,59,9.0,12.947007376224052,0.5014474542557615
1,15,57,7.0,16.394053800082517,0.42407042714928733
1,13,52,2.0,13.711765021323842,0.5197369931737656
1,10,45,5.0,10.991473968490304,0.6210728310993445
1,12,39,11.0,14.487322043773307,0.4388737084624515
1,13,54,4.0,13.895412912180769,0.5074894297819179
1,6,57,7.0,7.771261158911081,0.7759378875324093
1,5,31,19.0,13.419575254083117,0.22658931818991998
1,11,49,1.0,11.568275584545868,0.612092356355344
1,8,52,2.0,8.5,0.807278894490786
1,10,63,13.0,13.477852202780678,0.4284956183822145
1,14,54,4.0,14.928161306738348,0.47457492357511266
1,12,47,3.0,12.75,0.5537770359226951
1,9,30,20.0,16.071792059381554,0.2752793134772887
1,9,49,1.0,9.472328119316812,0.7362608907549515
1,27,53,3.0,28.41698435795044,0.25560420271061063
1,3,42,8.0,6.079679267856159,0.7744838280818499
1,6,45,5.0,7.088899773589692,0.8965302427131067
1,10,34,16.0,14.778700890132395,0.35868342997638314
1,12,56,6.0,13.189768762188365,0.5213741842885677
1,9,57,7.0,10.488326844640188,0.6213951258162871
1,11,53,3.0,11.713453803212783,0.599138082307799
1,7,38,12.0,10.71739240673775,0.4875473980128381
1,7,59,9.0,9.393880987110705,0.6232345110872599
1,9,38,12.0,12.253264871045593,0.4683200303619614
1,3,58,8.0,6.079679267856159,0.7744838280818499
1,10,66,16.0,14.778700890132395,0.35868342997638314
1,12,37,13.0,15.17110740849197,0.40228502943306477
1,13,49,1.0,13.665467427058616,0.5228832076788991
1,9,66,16.0,14.052135069091813,0.35947975315199954
1,7,59,9.0,9.393880987110705,0.6232345110872599
1,11,38,12.0,13.93709080116794,0.43731158474742216
1,6,52,2.0,6.432728814430155,1.025372627090774
1,22,46,4.0,23.245859846432868,0.31049489894234183
1,8,37,13.0,11.914801718870523,0.44610227378018025
1,11,58,8.0,12.66658991204815,0.5218037806113346
1,11,41,9.0,12.947007376224052,0.5014474542557615
1,10,53,3.0,10.679536506796538,0.6521383456057817
1,18,20,30.0,27.156214758320054,0.1887958149563039
1,19,52,2.0,19.992311021990428,0.3614294030221847
1,22,36,14.0,24.827806991355477,0.27338566993338587
1,7,42,8.0,9.003471552684553,0.6717464204924444
1,3,45,5.0,4.526035793053342,1.272510127702622
1,10,44,6.0,11.200892821556682,0.6011698894359486
1,9,42,8.0,10.786218058244511,0.591643556025191
1,24,40,10.0,26.024795868555817,0.2710152135563174
1,3,56,6.0,5.013232490120521,1.0999616478160181
1,8,44,6.0,9.26120942425988,0.7042514439477466
1,6,45,5.0,7.088899773589692,0.8965302427131067
1,22,41,9.0,23.829236244579892,0.2960190429979611
1,12,43,7.0,13.396361446303246,0.5069724665686698
1,13,57,7.0,14.388363353766126,0.4763868532411363
1,11,68,18.0,16.440574807469478,0.3179400488056638
1,27,44,6.0,28.616996697766872,0.25213698550662195
1,9,64,14.0,13.119165369793917,0.41101006673332774
1,7,53,3.0,7.604275113381945,0.8805236779631288
1,15,67,17.0,19.239672554386157,0.31255764826376803
1,17,45,5.0,18.14345612059621,0.39231452383640797
1,5,48,2.0,5.408558033339386,1.179460127203922
1,12,40,10.0,14.177799547179385,0.4569083224019795
1,11,41,9.0,12.947007376224052,0.5014474542557615
1,13,42,8.0,14.606933285258751,0.46338573138626593
1,4,43,7.0,6.192132104533947,0.8891188201608187
1,14,63,13.0,16.955603793436552,0.37409046709081273
1,4,54,4.0,4.9396356140913875,1.2270686920947695
1,10,66,16.0,14.778700890132395,0.35868342997638314
1,12,64,14.0,15.542522317822161,0.3841365349484985
1,23,43,7.0,24.57488555415874,0.2908650574235321
1,10,47,3.0,10.679536506796538,0.6521383456057817
1,14,53,3.0,14.82877270713932,0.4803789265972236
1,12,50,0.0,12.6,0.5653932311874568
1,9,58,8.0,10.786218058244511,0.591643556025191
1,26,59,9.0,27.91975107338889,0.25515723613473873
1,17,53,3.0,17.956196701974505,0.4000177485012383
1,3,47,3.0,3.704726710568541,1.5565115842075001
1,4,50,0.0,4.2,1.4336073198863475
1,3,47,3.0,3.704726710568541,1.5565115842075001
1,12,29,21.0,18.57639631360184,0.2712176259591417
1,6,47,3.0,6.594884381094182,0.9925712015286787
1,15,67,17.0,19.239672554386157,0.31255764826376803
1,6,40,10.0,9.052071586106685,0.5922299939879683
1,5,47,3.0,5.600446410778341,1.1334130108600122
1,8,55,5.0,9.006802984411284,0.7371524997587747
1,9,60,10.0,11.469633821530659,0.5296462355461417
1,4,50,0.0,4.2,1.4336073198863475
1,12,46,4.0,12.86545762886031,0.545034060148062
1,19,51,1.0,19.960586163737776,0.3625178205706539
1,11,39,11.0,13.583997938751317,0.458874034466134
1,11,46,4.0,11.839024453053554,0.588192267514254
1,9,70,20.0,16.071792059381554,0.2752793134772887
1,6,51,1.0,6.333442981506978,1.045705620550453
1,11,64,14.0,14.704166076320002,0.39495477964297176
1,8,50,0.0,8.4,0.8218212603970589
1,11,58,8.0,12.66658991204815,0.5218037806113346
1,10,45,5.0,10.991473968490304,0.6210728310993445
1,17,62,12.0,19.479797226870716,0.3428393688609002
1,4,44,6.0,5.73149195236284,1.006617039996295
1,7,51,1.0,7.378685519792803,0.9190449283339781
1,6,67,17.0,12.719768079646736,0.3012999905051857
1,19,51,1.0,19.960586163737776,0.3625178205706539
1,9,34,16.0,14.052135069091813,0.35947975315199954
1,10,63,13.0,13.477852202780678,0.4284956183822145
1,33,67,17.0,36.36928649286373,0.191345975437938
1,10,59,9.0,12.019671376539376,0.5303396409372803
1,11,52,2.0,11.622929923216434,0.6071775870131542
1,8,62,12.0,11.46298390472568,0.48035749383851156
1,26,50,0.0,27.3,0.26654253461972943
1,4,47,3.0,4.63060471212994,1.3148001881795657
1,13,55,5.0,14.031571544199888,0.49864447723339733
1,9,29,21.0,16.60195771588399,0.2579165948692716
1,19,48,2.0,19.992311021990428,0.3614294030221847
1,8,34,16.0,13.368619973654724,0.3560705838299028
1,9,50,0.0,9.45,0.7390235358439743
1,8,70,20.0,15.477725931156682,0.2654567711126684
1,7,30,20.0,14.933937859787685,0.2512332492285382
1,9,39,11.0,11.850105484762572,0.49865017428260083
1,13,56,6.0,14.196214284097012,0.4882107094937715
1,21,42,8.0,22.654855991597035,0.31234119842074864
1,4,45,5.0,5.310602602341847,1.1219612064374744
1,13,54,4.0,13.895412912180769,0.5074894297819179
1,13,26,24.0,20.728784334832568,0.2355657499255266
1,9,29,21.0,16.60195771588399,0.2579165948692716
1,12,36,14.0,15.542522317822161,0.3841365349484985
1,8,36,14.0,12.384264209067894,0.41390377024114655
1,18,56,6.0,19.298186443290465,0.36780864688627385
1,11,48,2.0,11.622929923216434,0.6071775870131542
1,10,47,3.0,10.679536506796538,0.6521383456057817
1,9,47,3.0,9.649093221645233,0.7147531635553958
1,13,43,7.0,14.388363353766126,0.4763868532411363
1,9,43,7.0,10.488326844640188,0.6213951258162871
1,12,51,1.0,12.616754733290174,0.564081131761737
1,5,45,5.0,6.174544517614234,0.999009718781405
1,7,48,2.0,7.464080653369174,0.9043227873413638
1,2,50,0.0,2.1,2.0997730918933617
1,27,19,31.0,34.78138870143054,0.17175366131203754
1,10,66,16.0,14.778700890132395,0.35868342997638314
1,10,63,13.0,13.477852202780678,0.4284956183822145
1,3,52,2.0,3.4077118422777475,1.647973806608485
1,9,57,7.0,10.488326844640188,0.6213951258162871
1,4,39,11.0,8.292315719990405,0.5068860882826423
1,6,63,13.0,10.540042694410682,0.44102340262668716
1,4,65,15.0,10.616143367532297,0.30022768467042926
1,5,54,4.0,5.858540773947041,1.07215014489556
1,4,50,0.0,4.2,1.4336073198863475
1,12,53,3.0,12.75,0.5537770359226951
1,5,48,2.0,5.408558033339386,1.179460127203922
1,14,51,1.0,14.71436373072244,0.48717423374771535
1,13,60,10.0,15.11861435449691,0.4347254180747608
1,13,42,8.0,14.606933285258751,0.46338573138626593
1,4,45,5.0,5.310602602341847,1.1219612064374744
1,4,54,4.0,4.9396356140913875,1.2270686920947695
1,1,51,1.0,1.2349089035228469,2.5669895830421865
1,14,47,3.0,14.82877270713932,0.4803789265972236
1,13,33,17.0,17.562032911938186,0.32654703564538545
1,3,46,4.0,4.084421623681865,1.429201045967813
1,31,38,12.0,33.47151774270178,0.21201137206396836
1,11,50,0.0,11.55,0.6137460607827115
1,5,52,2.0,5.408558033339386,1.179460127203922
1,4,46,4.0,4.9396356140913875,1.2270686920947695
1,7,54,4.0,7.796313231265146,0.848710701766978
1,10,67,17.0,15.243113199081087,0.33759032764216496
1,9,58,8.0,10.786218058244511,0.591643556025191
1,19,35,15.0,22.20506698931575,0.29553177312558315
1,14,41,9.0,15.821267332296738,0.42632836199012014
1,17,47,3.0,17.956196701974505,0.4000177485012383
1,5,48,2.0,5.408558033339386,1.179460127203922
1,8,35,15.0,12.86944054728099,0.3838839963626258
1,2,56,6.0,4.42944691807002,1.1860574693127683
1,3,42,8.0,6.079679267856159,0.7744838280818499
1,14,56,6.0,15.20855022676389,0.45868567606362104
1,13,38,12.0,15.721402609182173,0.40392351097823914
1,7,52,2.0,7.464080653369174,0.9043227873413638
1,9,47,3.0,9.649093221645233,0.7147531635553958
1,14,52,2.0,14.757371039585607,0.48460536525591696
1,21,56,6.0,22.392241960107523,0.31941343087727586
1,18,48,2.0,18.944656238633623,0.38087120766850147
1,2,54,4.0,3.342154993413681,1.7145799379756579
1,3,57,7.0,5.533985905294664,0.9290767589440118
1,12,43,7.0,13.396361446303246,0.5069724665686698
1,18,40,10.0,19.98649544067193,0.344098301997064
1,3,50,0.0,3.15,1.7202969881575096
1,2,43,7.0,5.011237372146724,0.9195179523076995
1,5,54,4.0,5.858540773947041,1.07215014489556
1,14,55,5.0,15.05498256392215,0.46730053223534024
1,17,48,2.0,17.897276329095444,0.4024840245835908
1,23,41,9.0,24.848440594934726,0.28470459738532766
1,2,46,4.0,3.342154993413681,1.7145799379756579
1,10,44,6.0,11.200892821556682,0.6011698894359486
1,7,58,8.0,9.003471552684553,0.6717464204924444
1,6,54,4.0,6.815423684555495,0.9489061410934956
1,10,59,9.0,12.019671376539376,0.5303396409372803
1,12,43,7.0,13.396361446303246,0.5069724665686698
1,11,42,8.0,12.66658991204815,0.5218037806113346
1,5,57,7.0,6.947301634447723,0.8339361238945006
1,3,56,6.0,5.013232490120521,1.0999616478160181
1,5,39,11.0,8.870456583513613,0.5320024734138117
1,9,58,8.0,10.786218058244511,0.591643556025191
1,3,49,1.0,3.2163644072150777,1.70233357190678
1,9,53,3.0,9.649093221645233,0.7147531635553958
1,2,46,4.0,3.342154993413681,1.7145799379756579
1,9,31,19.0,15.550723455839602,0.29404598468395515
1,10,44,6.0,11.200892821556682,0.6011698894359486
1,5,53,3.0,5.600446410778341,1.1334130108600122
1,13,34,16.0,17.160492417177313,0.34153966032468785
1,8,56,6.0,9.26120942425988,0.7042514439477466
1,7,57,7.0,8.644362324659928,0.7201101384716242
1,13,58,8.0,14.606933285258751,0.46338573138626593
1,11,48,2.0,11.622929923216434,0.6071775870131542
1,10,37,13.0,13.477852202780678,0.4284956183822145
1,7,52,2.0,7.464080653369174,0.9043227873413638
1,12,51,1.0,12.616754733290174,0.564081131761737
1,12,33,17.0,16.758952831248138,0.33206626567067177
1,11,55,5.0,11.998541578041891,0.5746282275003937
1,7,38,12.0,10.71739240673775,0.4875473980128381
1,4,43,7.0,6.192132104533947,0.8891188201608187
1,3,54,4.0,4.084421623681865,1.429201045967813
1,13,51,1.0,13.665467427058616,0.5228832076788991
1,5,55,5.0,6.174544517614234,0.999009718781405
1,9,36,14.0,13.119165369793917,0.41101006673332774
1,12,50,0.0,12.6,0.5653932311874568
1,10,35,15.0,14.3287298809071,0.380925130447818
1,13,17,33.0,25.424889380290328,0.15654945679763488
1,6,70,20.0,14.446106741956465,0.23188804892968712
1,10,59,9.0,12.019671376539376,0.5303396409372803
1,8,57,7.0,9.553140844769327,0.6684012104010006
1,12,55,5.0,13.012397934277908,0.5341519416725077
1,9,36,14.0,13.119165369793917,0.41101006673332774
1,10,34,16.0,14.778700890132395,0.35868342997638314
1,3,50,0.0,3.15,1.7202969881575096
1,28,73,23.0,32.982760648557,0.1976770968508856
1,2,59,9.0,6.215504806530198,0.547089724414486
1,17,52,2.0,17.897276329095444,0.4024840245835908
1,2,46,4.0,3.342154993413681,1.7145799379756579
1,9,44,6.0,10.223135526833241,0.6493495750213615
1,14,32,18.0,18.78776197422141,0.30686081917077107
1,9,38,12.0,12.253264871045593,0.4683200303619614
1,10,57,7.0,11.44344790699027,0.5790496767581794
1,13,51,1.0,13.665467427058616,0.5228832076788991
1,9,48,2.0,9.538998899255622,0.7280729606989255
1,17,33,17.0,20.9934513598884,0.2967365571334337
1,13,63,13.0,16.05381574579701,0.3881962225284794
1,17,45,5.0,18.14345612059621,0.39231452383640797
1,5,45,5.0,6.174544517614234,0.999009718781405
1,17,52,2.0,17.897276329095444,0.4024840245835908
1,10,67,17.0,15.243113199081087,0.33759032764216496
1,10,37,13.0,13.477852202780678,0.4284956183822145
1,2,42,8.0,5.608029957123981,0.7053218115901709
1,14,54,4.0,14.928161306738348,0.47457492357511266
1,12,60,10.0,14.177799547179385,0.4569083224019795
1,11,50,0.0,11.55,0.6137460607827115
1,7,50,0.0,7.35,0.9240272470538008
1,19,72,22.0,24.545722641633514,0.2429962259943182
1,5,46,4.0,5.858540773947041,1.07215014489556
1,14,54,4.0,14.928161306738348,0.47457492357511266
1,16,52,2.0,16.85022255045909,0.426645316659641
1,1,51,1.0,1.2349089035228469,2.5669895830421865
1,8,57,7.0,9.553140844769327,0.6684012104010006
1,13,28,22.0,19.768978223469215,0.2588043844534658
1,11,39,11.0,13.583997938751317,0.458874034466134
1,8,52,2.0,8.5,0.807278894490786
1,23,45,5.0,24.367704036285403,0.2956580394329985
1,8,53,3.0,8.623369411082885,0.7896535819599936
1,29,66,16.0,32.177049274288656,0.2147401187931269
1,11,30,20.0,17.38972397710786,0.28459853384550277
1,12,47,3.0,12.75,0.5537770359226951
1,11,43,7.0,12.413903495677738,0.541048218774014
1,5,42,8.0,7.3893504450661975,0.7505427715061921
1,3,56,6.0,5.013232490120521,1.0999616478160181
1,8,49,1.0,8.425111275229545,0.8181481818662021
1,8,31,19.0,14.935946571945147,0.2852409034330836
1,10,58,8.0,11.717081547894082,0.5552607966192705
1,8,55,5.0,9.006802984411284,0.7371524997587747
1,2,59,9.0,6.215504806530198,0.547089724414486
1,3,52,2.0,3.4077118422777475,1.647973806608485
1,10,49,1.0,10.520099809412457,0.6686847657975241
1,11,64,14.0,14.704166076320002,0.39495477964297176
1,8,45,5.0,9.006802984411284,0.7371524997587747
1,14,48,2.0,14.757371039585607,0.48460536525591696
1,8,47,3.0,8.623369411082885,0.7896535819599936
1,2,48,2.0,2.4698178070456938,2.0139208395155817
1,10,34,16.0,14.778700890132395,0.35868342997638314
1,13,48,2.0,13.711765021323842,0.5197369931737656
1,12,54,4.0,12.86545762886031,0.545034060148062
1,12,41,9.0,13.891814136389819,0.4744514361613353
1,14,39,11.0,16.346635739503096,0.4009753589018125
1,25,48,2.0,26.282170762705277,0.2764143353960685
1,5,48,2.0,5.408558033339386,1.179460127203922
1,6,48,2.0,6.432728814430155,1.025372627090774
1,5,41,9.0,7.860343503944341,0.6711834202118175
1,14,36,14.0,17.288724649319857,0.3604273826581395
1,23,45,5.0,24.367704036285403,0.2956580394329985
1,26,64,14.0,28.77672670753225,0.240537542162153
1,3,55,5.0,4.526035793053342,1.272510127702622
1,14,33,17.0,18.390010875472587,0.31991607427082147
